s,velocity,energy,time
13897.70799,24.96968472,16.67883595,1947.5
13898.4012,24.95560751,16.67883595,1947.6
13899.09402,24.941605,16.67883595,1947.7
13899.78646,24.92761179,16.67883595,1947.8
13900.4785,24.91368052,16.67883595,1947.9
13901.17017,24.89980476,16.67883595,1948
13901.86144,24.88593823,16.67883595,1948.1
13902.55233,24.87212729,16.67883595,1948.2
13903.24285,24.85837724,16.67883595,1948.3
13903.93298,24.8446971,16.67883595,1948.4
13904.62273,24.8310261,16.67883595,1948.5
13905.3121,24.81743594,16.67883595,1948.6
13906.0011,24.803938,16.67883595,1948.7
13906.68972,24.79044908,16.67883595,1948.8
13907.37797,24.77706378,16.67883595,1948.9
13908.06586,24.7637934,16.67883595,1949
13908.75337,24.75053189,16.67883595,1949.1
13909.44052,24.73739704,16.67883595,1949.2
13910.12731,24.72440124,16.67883595,1949.3
13910.81374,24.71141412,16.67883595,1949.4
13911.49981,24.69857939,16.67883595,1949.5
13912.18553,24.68591107,16.67883595,1949.6
13912.8709,24.67325122,16.67883595,1949.7
13913.55592,24.66077247,16.67883595,1949.8
13914.2406,24.64848967,16.67883595,1949.9
13914.92494,24.63641775,16.67883595,1950
13915.60895,24.62435388,16.67883595,1950.1
13916.29263,24.61251577,16.67883595,1950.2
13916.97599,24.60091789,16.67883595,1950.3
13917.65903,24.58932773,16.67883595,1950.4
13918.34175,24.57799207,16.67883595,1950.5
13919.02417,24.56692456,16.67883595,1950.6
13919.70627,24.55586439,16.67883595,1950.7
13920.38808,24.54508562,16.67883595,1950.8
13921.0696,24.53460066,16.67883595,1950.9
13921.75082,24.52412262,16.67883595,1951
13922.43177,24.51395017,16.67883595,1951.1
13923.11244,24.50409397,16.67883595,1951.2
13923.79283,24.49424424,16.67883595,1951.3
13924.47296,24.48472057,16.67883595,1951.4
13925.15284,24.4755314,16.67883595,1951.5
13925.83246,24.46634823,16.67883595,1951.6
13926.51184,24.45750698,16.67883595,1951.7
13927.19098,24.44901349,16.67883595,1951.8
13927.86988,24.44052553,16.67883595,1951.9
13928.54856,24.43238998,16.67883595,1952
13929.22702,24.42460979,16.67883595,1952.1
13929.90527,24.41718652,16.67883595,1952.2
13930.58332,24.40976804,16.67883595,1952.3
13931.26117,24.40270662,16.67883595,1952.4
13931.93884,24.39600063,16.67883595,1952.5
13932.61632,24.38929892,16.67883595,1952.6
13933.29363,24.38294967,16.67883595,1952.7
13933.97076,24.37694815,16.67883595,1952.8
13934.64773,24.37095045,16.67883595,1952.9
13935.32455,24.36529449,16.67883595,1953
13936.00121,24.35997257,16.67883595,1953.1
13936.67773,24.35465401,16.67883595,1953.2
13937.35411,24.34966062,16.67883595,1953.3
13938.03036,24.34498196,16.67883595,1953.4
13938.70648,24.34030623,16.67883595,1953.5
13939.38248,24.33593372,16.67883595,1953.6
13940.05836,24.33185141,16.67883595,1953.7
13940.73414,24.32777163,16.67883595,1953.8
13941.4098,24.3239682,16.67883595,1953.9
13942.08537,24.32042601,16.67883595,1954
13942.76084,24.31688603,16.67883595,1954.1
13943.43621,24.31359168,16.67883595,1954.2
13944.11151,24.31052674,16.67883595,1954.3
13944.78671,24.3074637,16.67883595,1954.4
13945.46184,24.30461382,16.67883595,1954.5
13946.1369,24.30196073,16.67883595,1954.6
13946.81188,24.29930928,16.67883595,1954.7
13947.48679,24.29683869,16.67883595,1954.8
13948.16164,24.29453307,16.67883595,1954.9
13948.83642,24.29222889,16.67883595,1955
13949.51115,24.29007428,16.67883595,1955.1
13950.18582,24.28805393,16.67883595,1955.2
13950.86043,24.28603485,16.67883595,1955.3
13951.53499,24.28413506,16.67883595,1955.4
13952.2095,24.28233959,16.67883595,1955.5
13952.88396,24.28063364,16.67883595,1955.6
13953.55837,24.27892876,16.67883595,1955.7
13954.23274,24.27729881,16.67883595,1955.8
13954.90707,24.27572929,16.67883595,1955.9
13955.58135,24.27416077,16.67883595,1956
13956.25559,24.27263843,16.67883595,1956.1
13956.92979,24.27114809,16.67883595,1956.2
13957.60395,24.26965871,16.67883595,1956.3
13958.27806,24.26818742,16.67883595,1956.4
13958.95214,24.26672041,16.67883595,1956.5
13959.62617,24.26525436,16.67883595,1956.6
13960.30017,24.26377884,16.67883595,1956.7
13960.97412,24.26228018,16.67883595,1956.8
13961.64803,24.26078251,16.67883595,1956.9
13962.3219,24.25924799,16.67883595,1957
13962.99572,24.25766291,16.67883595,1957.1
13963.6695,24.25607889,16.67883595,1957.2
13964.34324,24.25443051,16.67883595,1957.3
13965.01692,24.25270397,16.67883595,1957.4
13965.69056,24.25097858,16.67883595,1957.5
13966.36415,24.24916108,16.67883595,1957.6
13967.03768,24.24723754,16.67883595,1957.7
13967.71116,24.24531529,16.67883595,1957.8
13968.38459,24.24327293,16.67883595,1957.9
13969.05795,24.2410965,16.67883595,1958
13969.73125,24.23892154,16.67883595,1958.1
13970.40449,24.2365985,16.67883595,1958.2
13971.07766,24.23411361,16.67883595,1958.3
13971.75076,24.2316304,16.67883595,1958.4
13972.42379,24.22897164,16.67883595,1958.5
13973.09674,24.22612401,16.67883595,1958.6
13973.76961,24.22327831,16.67883595,1958.7
13974.44239,24.22023071,16.67883595,1958.8
13975.11509,24.2169688,16.67883595,1958.9
13975.78769,24.21370909,16.67883595,1959
13976.46019,24.21022314,16.67883595,1959.1
13977.1326,24.20649991,16.67883595,1959.2
13977.8049,24.20277919,16.67883595,1959.3
13978.47709,24.19881086,16.67883595,1959.4
13979.14916,24.19458576,16.67883595,1959.5
13979.82111,24.19036349,16.67883595,1959.6
13980.49294,24.18587625,16.67883595,1959.7
13981.16464,24.1811172,16.67883595,1959.8
13981.83621,24.17636132,16.67883595,1959.9
13982.50763,24.17132799,16.67883595,1960
13983.17891,24.16601319,16.67883595,1960.1
13983.85004,24.16070192,16.67883595,1960.2
13984.52102,24.15510634,16.67883595,1960.3
13985.19183,24.14922539,16.67883595,1960.4
13985.86247,24.14305936,16.67883595,1960.5
13986.53294,24.13689742,16.67883595,1960.6
13987.20323,24.13045206,16.67883595,1960.7
13987.87333,24.12372667,16.67883595,1960.8
13988.54325,24.11700571,16.67883595,1960.9
13989.21297,24.11000925,16.67883595,1961
13989.88249,24.1027435,16.67883595,1961.1
13990.55181,24.09548252,16.67883595,1961.2
13991.22092,24.08795959,16.67883595,1961.3
13991.88981,24.08018254,16.67883595,1961.4
13992.55849,24.07241058,16.67883595,1961.5
13993.22695,24.06439401,16.67883595,1961.6
13993.89517,24.05614433,16.67883595,1961.7
13994.56317,24.04790003,16.67883595,1961.8
13995.23093,24.03943452,16.67883595,1961.9
13995.89845,24.03076027,16.67883595,1962
13996.56573,24.02209166,16.67883595,1962.1
13997.23277,24.01322684,16.67883595,1962.2
13997.89955,24.00417849,16.67883595,1962.3
13998.56608,23.99513601,16.67883595,1962.4
13999.23236,23.98592237,16.67883595,1962.5
13999.89837,23.9765497,16.67883595,1962.6
14000.56413,23.96718308,16.67883595,1962.7
14001.22962,23.9576688,16.67883595,1962.8
14001.89484,23.94801759,16.67883595,1962.9
14002.5598,23.93837259,16.67883595,1963
14003.22448,23.92860024,16.67883595,1963.1
14003.88889,23.9187091,16.67883595,1963.2
14004.55302,23.90882431,16.67883595,1963.3
14005.21688,23.89882781,16.67883595,1963.4
14005.88045,23.88872531,16.67883595,1963.5
14006.54375,23.87862928,16.67883595,1963.6
14007.20676,23.86843126,16.67883595,1963.7
14007.86949,23.85813363,16.67883595,1963.8
14008.53193,23.84784257,16.67883595,1963.9
14009.19408,23.83745242,16.67883595,1964
14009.85594,23.82696191,16.67883595,1964.1
14010.51751,23.8164781,16.67883595,1964.2
14011.17878,23.80589073,16.67883595,1964.3
14011.83976,23.79519481,16.67883595,1964.4
14012.50044,23.78450571,16.67883595,1964.5
14013.16082,23.7737011,16.67883595,1964.6
14013.8209,23.76290337,16.67883595,1964.7
14014.48068,23.75198136,16.67883595,1964.8
14015.14015,23.74092455,16.67883595,1964.9
14015.79931,23.72987479,16.67883595,1965
14016.45817,23.71867789,16.67883595,1965.1
14017.1167,23.70731996,16.67883595,1965.2
14017.77492,23.69596928,16.67883595,1965.3
14018.43282,23.68444202,16.67883595,1965.4
14019.0904,23.67272135,16.67883595,1965.5
14019.74765,23.66100815,16.67883595,1965.6
14020.40457,23.64908325,16.67883595,1965.7
14021.06115,23.63692737,16.67883595,1965.8
14021.71739,23.62477924,16.67883595,1965.9
14022.37329,23.61237966,16.67883595,1966
14023.02884,23.59970751,16.67883595,1966.1
14023.68404,23.58704344,16.67883595,1966.2
14024.33887,23.5740848,16.67883595,1966.3
14024.99334,23.56080934,16.67883595,1966.4
14025.64744,23.54754234,16.67883595,1966.5
14026.30116,23.53393575,16.67883595,1966.6
14026.95449,23.51996697,16.67883595,1966.7
14027.60744,23.50600709,16.67883595,1966.8
14028.25998,23.49166233,16.67883595,1966.9
14028.91212,23.47691061,16.67883595,1967
14029.56385,23.46216828,16.67883595,1967.1
14030.21515,23.44699725,16.67883595,1967.2
14030.86602,23.43137694,16.67883595,1967.3
14031.51646,23.41576655,16.67883595,1967.4
14032.16645,23.39968704,16.67883595,1967.5
14032.81598,23.38312025,16.67883595,1967.6
14033.46505,23.36656396,16.67883595,1967.7
14034.11365,23.34950342,16.67883595,1967.8
14034.76177,23.33245369,16.67883595,1967.9
14035.40941,23.31488473,16.67883595,1968
14036.05654,23.29678378,16.67883595,1968.1
14036.70317,23.27869426,16.67883595,1968.2
14037.34929,23.26006185,16.67883595,1968.3
14037.99487,23.24087849,16.67883595,1968.4
14038.63991,23.22170722,16.67883595,1968.5
14039.28441,23.2019792,16.67883595,1968.6
14039.92835,23.18169191,16.67883595,1968.7
14040.57172,23.16141735,16.67883595,1968.8
14041.21452,23.14058354,16.67883595,1968.9
14041.85672,23.11919405,16.67883595,1969
14042.49832,23.09781793,16.67883595,1969.1
14043.13932,23.07589242,16.67883595,1969.2
14043.77971,23.05398058,16.67883595,1969.3
14044.41947,23.03152898,16.67883595,1969.4
14045.0586,23.00855062,16.67883595,1969.5
14045.69709,22.98558653,16.67883595,1969.6
14046.33492,22.96211131,16.67883595,1969.7
14046.97209,22.93814392,16.67883595,1969.8
14047.6086,22.91419135,16.67883595,1969.9
14048.24443,22.88976804,16.67883595,1970
14048.87956,22.86489854,16.67883595,1970.1
14049.51401,22.84004435,16.67883595,1970.2
14050.14775,22.81477075,16.67883595,1970.3
14050.78079,22.78951266,16.67883595,1970.4
14051.41312,22.76386447,16.67883595,1970.5
14052.04473,22.73785787,16.67883595,1970.6
14052.67562,22.71186717,16.67883595,1970.7
14053.30577,22.68555138,16.67883595,1970.8
14053.93518,22.65894574,16.67883595,1970.9
14054.56386,22.63235629,16.67883595,1971
14055.19179,22.60551324,16.67883595,1971.1
14055.81897,22.57845397,16.67883595,1971.2
14056.4454,22.5514111,16.67883595,1971.3
14057.07107,22.52418972,16.67883595,1971.4
14057.69599,22.49698479,16.67883595,1971.5
14058.32014,22.46963937,16.67883595,1971.6
14058.94354,22.44219142,16.67883595,1971.7
14059.56617,22.41476,16.67883595,1971.8
14060.18804,22.38726332,16.67883595,1971.9
14060.80914,22.35973784,16.67883595,1972
14061.42948,22.33222886,16.67883595,1972.1
14062.04906,22.30472623,16.67883595,1972.2
14062.66787,22.27724005,16.67883595,1972.3
14063.28592,22.24979396,16.67883595,1972.4
14063.90321,22.22241993,16.67883595,1972.5
14064.51974,22.1950622,16.67883595,1972.6
14065.13551,22.16780653,16.67883595,1972.7
14065.75053,22.14068069,16.67883595,1972.8
14066.3648,22.11357093,16.67883595,1972.9
14066.97831,22.08661648,16.67883595,1973
14067.59108,22.05967797,16.67883595,1973.1
14068.20311,22.03291775,16.67883595,1973.2
14068.8144,22.00635623,16.67883595,1973.3
14069.42495,21.97981034,16.67883595,1973.4
14070.03477,21.95348106,16.67883595,1973.5
14070.64385,21.92716725,16.67883595,1973.6
14071.25222,21.90108531,16.67883595,1973.7
14071.85986,21.87524791,16.67883595,1973.8
14072.46679,21.84942562,16.67883595,1973.9
14073.07301,21.8238582,16.67883595,1974
14073.67852,21.79830568,16.67883595,1974.1
14074.28332,21.7730159,16.67883595,1974.2
14074.88743,21.74799447,16.67883595,1974.3
14075.49085,21.72298757,16.67883595,1974.4
14076.09358,21.69825273,16.67883595,1974.5
14076.69562,21.67353221,16.67883595,1974.6
14077.29699,21.64908551,16.67883595,1974.7
14077.89768,21.62491271,16.67883595,1974.8
14078.4977,21.60075386,16.67883595,1974.9
14079.09706,21.57686777,16.67883595,1975
14079.69575,21.55299541,16.67883595,1975.1
14080.29379,21.52939343,16.67883595,1975.2
14080.89118,21.50605849,16.67883595,1975.3
14081.48792,21.48273691,16.67883595,1975.4
14082.08402,21.45967858,16.67883595,1975.5
14082.67949,21.43663342,16.67883595,1975.6
14083.27432,21.41384726,16.67883595,1975.7
14083.86852,21.3913157,16.67883595,1975.8
14084.4621,21.36879697,16.67883595,1975.9
14085.05506,21.34652882,16.67883595,1976
14085.6474,21.32427331,16.67883595,1976.1
14086.23913,21.30226472,16.67883595,1976.2
14086.83025,21.2805001,16.67883595,1976.3
14087.42077,21.25874778,16.67883595,1976.4
14088.0107,21.23723762,16.67883595,1976.5
14088.60002,21.21573957,16.67883595,1976.6
14089.18876,21.19448288,16.67883595,1976.7
14089.77691,21.17346798,16.67883595,1976.8
14090.36448,21.15246488,16.67883595,1976.9
14090.95147,21.1317055,16.67883595,1977
14091.53789,21.11095775,16.67883595,1977.1
14092.12373,21.09045697,16.67883595,1977.2
14092.70901,21.07020788,16.67883595,1977.3
14093.29374,21.04997008,16.67883595,1977.4
14093.8779,21.02999025,16.67883595,1977.5
14094.46151,21.01002154,16.67883595,1977.6
14095.04458,20.99031866,16.67883595,1977.7
14095.6271,20.97062672,16.67883595,1977.8
14096.20907,20.9512102,16.67883595,1977.9
14096.79052,20.93208041,16.67883595,1978
14097.37144,20.91296119,16.67883595,1978.1
14097.95183,20.89414195,16.67883595,1978.2
14098.5317,20.87533309,16.67883595,1978.3
14099.11106,20.85683912,16.67883595,1978.4
14099.68991,20.83867644,16.67883595,1978.5
14100.26826,20.82052376,16.67883595,1978.6
14100.84611,20.80272022,16.67883595,1978.7
14101.42347,20.78492645,16.67883595,1978.8
14102.00034,20.76750069,16.67883595,1978.9
14102.57673,20.75008449,16.67883595,1979
14103.15265,20.73305585,16.67883595,1979.1
14103.72811,20.71643465,16.67883595,1979.2
14104.3031,20.69982253,16.67883595,1979.3
14104.87765,20.68363801,16.67883595,1979.4
14105.45175,20.66746231,16.67883595,1979.5
14106.02541,20.65173404,16.67883595,1979.6
14106.59863,20.63601433,16.67883595,1979.7
14107.17143,20.62076138,16.67883595,1979.8
14107.74382,20.60599354,16.67883595,1979.9
14108.31579,20.59123369,16.67883595,1980
14108.88738,20.57697639,16.67883595,1980.1
14109.45856,20.56272681,16.67883595,1980.2
14110.02937,20.54899558,16.67883595,1980.3
14110.59979,20.53527175,16.67883595,1980.4
14111.16985,20.52208025,16.67883595,1980.5
14111.73956,20.50943275,16.67883595,1980.6
14112.30891,20.49679205,16.67883595,1980.7
14112.87793,20.48470503,16.67883595,1980.8
14113.44662,20.47262449,16.67883595,1980.9
14114.01498,20.46110454,16.67883595,1981
14114.58303,20.44959076,16.67883595,1981.1
14115.15077,20.43864172,16.67883595,1981.2
14115.71822,20.4282585,16.67883595,1981.3
14116.28538,20.4178808,16.67883595,1981.4
14116.85227,20.40806727,16.67883595,1981.5
14117.41889,20.39825895,16.67883595,1981.6
14117.98525,20.38900989,16.67883595,1981.7
14118.55136,20.37976573,16.67883595,1981.8
14119.11722,20.3710728,16.67883595,1981.9
14119.68285,20.36291982,16.67883595,1982
14120.24827,20.35477113,16.67883595,1982.1
14120.81346,20.34714843,16.67883595,1982.2
14121.37845,20.33952973,16.67883595,1982.3
14121.94324,20.33241996,16.67883595,1982.4
14122.50783,20.32531392,16.67883595,1982.5
14123.07224,20.31869704,16.67883595,1982.6
14123.63647,20.31208361,16.67883595,1982.7
14124.20052,20.30593701,16.67883595,1982.8
14124.76441,20.30023244,16.67883595,1982.9
14125.32815,20.29453085,16.67883595,1983
14125.89174,20.28924475,16.67883595,1983.1
14126.45518,20.2839614,16.67883595,1983.2
14127.01849,20.27906507,16.67883595,1983.3
14127.58166,20.27417129,16.67883595,1983.4
14128.14471,20.2696346,16.67883595,1983.5
14128.70764,20.2654238,16.67883595,1983.6
14129.27045,20.26121518,16.67883595,1983.7
14129.83315,20.2573006,16.67883595,1983.8
14130.39575,20.25338805,16.67883595,1983.9
14130.95824,20.24973705,16.67883595,1984
14131.52063,20.24608796,16.67883595,1984.1
14132.08293,20.24266771,16.67883595,1984.2
14132.64513,20.23944374,16.67883595,1984.3
14133.20725,20.23622146,16.67883595,1984.4
14133.76928,20.23316337,16.67883595,1984.5
14134.33123,20.23010688,16.67883595,1984.6
14134.8931,20.22718311,16.67883595,1984.7
14135.45488,20.22426087,16.67883595,1984.8
14136.01659,20.22144088,16.67883595,1984.9
14136.57822,20.21862238,16.67883595,1985
14137.13977,20.21587667,16.67883595,1985.1
14137.70125,20.21317565,16.67883595,1985.2
14138.26265,20.21047607,16.67883595,1985.3
14138.82398,20.20779454,16.67883595,1985.4
14139.38523,20.20511446,16.67883595,1985.5
14139.94641,20.20242737,16.67883595,1985.6
14140.50751,20.19974174,16.67883595,1985.7
14141.06854,20.19702577,16.67883595,1985.8
14141.62949,20.19431127,16.67883595,1985.9
14142.19037,20.19154496,16.67883595,1986
14142.75117,20.18870739,16.67883595,1986.1
14143.31188,20.18587137,16.67883595,1986.2
14143.87252,20.18294665,16.67883595,1986.3
14144.43308,20.18002354,16.67883595,1986.4
14144.99355,20.17699643,16.67883595,1986.5
14145.55394,20.17397098,16.67883595,1986.6
14146.11424,20.17082826,16.67883595,1986.7
14146.67445,20.16755701,16.67883595,1986.8
14147.23457,20.16428757,16.67883595,1986.9
14147.79459,20.1608801,16.67883595,1987
14148.35452,20.1574745,16.67883595,1987.1
14148.91435,20.15392311,16.67883595,1987.2
14149.47409,20.15037368,16.67883595,1987.3
14150.03372,20.14667224,16.67883595,1987.4
14150.59324,20.14297283,16.67883595,1987.5
14151.15266,20.13911661,16.67883595,1987.6
14151.71197,20.13510009,16.67883595,1987.7
14152.27117,20.13108577,16.67883595,1987.8
14152.83025,20.1269087,16.67883595,1987.9
14153.38921,20.12273393,16.67883595,1988
14153.94806,20.11839503,16.67883595,1988.1
14154.50678,20.11405851,16.67883595,1988.2
14155.06538,20.10955734,16.67883595,1988.3
14155.62385,20.10505864,16.67883595,1988.4
14156.1822,20.10039547,16.67883595,1988.5
14156.74041,20.09556862,16.67883595,1988.6
14157.29849,20.09074441,16.67883595,1988.7
14157.85642,20.08575759,16.67883595,1988.8
14158.41422,20.08077349,16.67883595,1988.9
14158.97188,20.07562815,16.67883595,1989
14159.52939,20.07048562,16.67883595,1989.1
14160.08676,20.06518332,16.67883595,1989.2
14160.64397,20.05972272,16.67883595,1989.3
14161.20104,20.05426509,16.67883595,1989.4
14161.75794,20.04865042,16.67883595,1989.5
14162.31469,20.04303879,16.67883595,1989.6
14162.87128,20.03727114,16.67883595,1989.7
14163.42772,20.03150661,16.67883595,1989.8
14163.98398,20.02558671,16.67883595,1989.9
14164.54008,20.01967002,16.67883595,1990
14165.09602,20.0135982,16.67883595,1990.1
14165.65178,20.0073711,16.67883595,1990.2
14166.20736,20.00114737,16.67883595,1990.3
14166.76278,19.99476749,16.67883595,1990.4
14167.31801,19.98839105,16.67883595,1990.5
14167.87306,19.981857,16.67883595,1990.6
14168.42793,19.97532649,16.67883595,1990.7
14168.98261,19.96863631,16.67883595,1990.8
14169.53711,19.96194974,16.67883595,1990.9
14170.09142,19.95510081,16.67883595,1991
14170.64553,19.94808628,16.67883595,1991.1
14171.19945,19.94107554,16.67883595,1991.2
14171.75317,19.93389529,16.67883595,1991.3
14172.30669,19.92671891,16.67883595,1991.4
14172.86001,19.91936863,16.67883595,1991.5
14173.41312,19.91202231,16.67883595,1991.6
14173.96602,19.90449725,16.67883595,1991.7
14174.51872,19.89697624,16.67883595,1991.8
14175.0712,19.88927127,16.67883595,1991.9
14175.62346,19.88137688,16.67883595,1992
14176.1755,19.87348673,16.67883595,1992.1
14176.72732,19.86540142,16.67883595,1992.2
14177.27891,19.85732045,16.67883595,1992.3
14177.83027,19.84903857,16.67883595,1992.4
14178.3814,19.84076113,16.67883595,1992.5
14178.9323,19.83227708,16.67883595,1992.6
14179.48296,19.82379757,16.67883595,1992.7
14180.03338,19.81510593,16.67883595,1992.8
14180.58356,19.80641894,16.67883595,1992.9
14181.13349,19.79751465,16.67883595,1993
14181.68317,19.7883885,16.67883595,1993.1
14182.23259,19.77926724,16.67883595,1993.2
14182.78175,19.76992008,16.67883595,1993.3
14183.33066,19.76057792,16.67883595,1993.4
14183.8793,19.75100642,16.67883595,1993.5
14184.42767,19.74144003,16.67883595,1993.6
14184.97577,19.73164195,16.67883595,1993.7
14185.5236,19.72184909,16.67883595,1993.8
14186.07115,19.71182312,16.67883595,1993.9
14186.61842,19.701564,16.67883595,1994
14187.1654,19.69131033,16.67883595,1994.1
14187.71209,19.68082471,16.67883595,1994.2
14188.25849,19.67034465,16.67883595,1994.3
14188.80459,19.65963534,16.67883595,1994.4
14189.35039,19.6489317,16.67883595,1994.5
14189.89589,19.63800303,16.67883595,1994.6
14190.44109,19.62708014,16.67883595,1994.7
14190.98598,19.61593806,16.67883595,1994.8
14191.53055,19.60480187,16.67883595,1994.9
14192.07482,19.59345407,16.67883595,1995
14192.61876,19.58190412,16.67883595,1995.1
14193.16238,19.57036025,16.67883595,1995.2
14193.70567,19.5586254,16.67883595,1995.3
14194.24864,19.54689671,16.67883595,1995.4
14194.79128,19.53499007,16.67883595,1995.5
14195.33359,19.52308969,16.67883595,1995.6
14195.87556,19.5110261,16.67883595,1995.7
14196.4172,19.49896884,16.67883595,1995.8
14196.9585,19.48676476,16.67883595,1995.9
14197.49946,19.47456706,16.67883595,1996
14198.04008,19.46224042,16.67883595,1996.1
14198.58035,19.44992021,16.67883595,1996.2
14199.12028,19.43749031,16.67883595,1996.3
14199.65987,19.42497136,16.67883595,1996.4
14200.1991,19.41245893,16.67883595,1996.5
14200.73799,19.39987938,16.67883595,1996.6
14201.27652,19.38730638,16.67883595,1996.7
14201.81471,19.37468956,16.67883595,1996.8
14202.35254,19.36207929,16.67883595,1996.9
14202.89003,19.34944996,16.67883595,1997
14203.42716,19.33682716,16.67883595,1997.1
14203.96395,19.32421133,16.67883595,1997.2
14204.50038,19.31160202,16.67883595,1997.3
14205.03646,19.29902701,16.67883595,1997.4
14205.5722,19.28645849,16.67883595,1997.5
14206.10759,19.27395266,16.67883595,1997.6
14206.64263,19.26153874,16.67883595,1997.7
14207.17733,19.24913122,16.67883595,1997.8
14207.71168,19.23684551,16.67883595,1997.9
14208.2457,19.22456613,16.67883595,1998
14208.77938,19.2124388,16.67883595,1998.1
14209.31272,19.20031772,16.67883595,1998.2
14209.84573,19.18837909,16.67883595,1998.3
14210.37841,19.17644659,16.67883595,1998.4
14210.91076,19.16472684,16.67883595,1998.5
14211.44279,19.1530131,16.67883595,1998.6
14211.9745,19.14154207,16.67883595,1998.7
14212.50589,19.13007693,16.67883595,1998.8
14213.03697,19.1188839,16.67883595,1998.9
14213.56774,19.1076966,16.67883595,1999
14214.09821,19.09681005,16.67883595,1999.1
14214.62838,19.08625176,16.67883595,1999.2
14215.15826,19.07569886,16.67883595,1999.3
14215.68786,19.06550063,16.67883595,1999.4
14216.21718,19.05530761,16.67883595,1999.5
14216.74622,19.04549409,16.67883595,1999.6
14217.27499,19.03568556,16.67883595,1999.7
14217.80349,19.02627963,16.67883595,1999.8
14218.33174,19.01687848,16.67883595,1999.9
14218.85974,19.00790113,16.67883595,2000
14219.38749,18.99892833,16.67883595,2000.1
14219.915,18.99039843,16.67883595,2000.2
14220.44227,18.98187285,16.67883595,2000.3
14220.96932,18.97380703,16.67883595,2000.4
14221.49615,18.96574528,16.67883595,2000.5
14222.02276,18.95815779,16.67883595,2000.6
14222.54917,18.95057411,16.67883595,2000.7
14223.07538,18.9434767,16.67883595,2000.8
14223.6014,18.93687489,16.67883595,2000.9
14224.12724,18.93027636,16.67883595,2001
14224.65291,18.92418041,16.67883595,2001.1
14225.17841,18.91808748,16.67883595,2001.2
14225.70376,18.91250136,16.67883595,2001.3
14226.22895,18.90691799,16.67883595,2001.4
14226.75401,18.90184306,16.67883595,2001.5
14227.27892,18.89677061,16.67883595,2001.6
14227.8037,18.89220567,16.67883595,2001.7
14228.32836,18.88764295,16.67883595,2001.8
14228.8529,18.88358433,16.67883595,2001.9
14229.37733,18.87952766,16.67883595,2002
14229.90166,18.87596931,16.67883595,2002.1
14230.4259,18.87241266,16.67883595,2002.2
14230.95005,18.8693463,16.67883595,2002.3
14231.47411,18.86628139,16.67883595,2002.4
14231.9981,18.86369669,16.67883595,2002.5
14232.52202,18.86111317,16.67883595,2002.6
14233.04588,18.85899787,16.67883595,2002.7
14233.5697,18.85733694,16.67883595,2002.8
14234.09347,18.85567674,16.67883595,2002.9
14234.6172,18.85445584,16.67883595,2003
14235.1409,18.85323544,16.67883595,2003.1
14235.66458,18.85243784,16.67883595,2003.2
14236.18824,18.85164054,16.67883595,2003.3
14236.71188,18.85124848,16.67883595,2003.4
14237.23552,18.8508565,16.67883595,2003.5
14237.75915,18.85085145,16.67883595,2003.6
14238.28279,18.85084628,16.67883595,2003.7
14238.80643,18.85120914,16.67883595,2003.8
14239.33009,18.85157172,16.67883595,2003.9
14239.85376,18.8522831,16.67883595,2004
14240.37746,18.85299401,16.67883595,2004.1
14240.90118,18.85403439,16.67883595,2004.2
14241.42493,18.85507415,16.67883595,2004.3
14241.94872,18.85642409,16.67883595,2004.4
14242.47255,18.85777325,16.67883595,2004.5
14242.99642,18.85941353,16.67883595,2004.6
14243.52034,18.8610529,16.67883595,2004.7
14244.04431,18.86296466,16.67883595,2004.8
14244.56834,18.86513052,16.67883595,2004.9
14245.09243,18.86729522,16.67883595,2005
14245.61659,18.86969655,16.67883595,2005.1
14246.14081,18.8720966,16.67883595,2005.2
14246.66511,18.87471657,16.67883595,2005.3
14247.18948,18.87733516,16.67883595,2005.4
14247.71393,18.880158,16.67883595,2005.5
14248.23846,18.88297935,16.67883595,2005.6
14248.76307,18.88599056,16.67883595,2005.7
14249.28776,18.88900019,16.67883595,2005.8
14249.81255,18.89218664,16.67883595,2005.9
14250.33742,18.89537145,16.67883595,2006
14250.86238,18.89872153,16.67883595,2006.1
14251.38744,18.90206988,16.67883595,2006.2
14251.9126,18.90557342,16.67883595,2006.3
14252.43785,18.90907515,16.67883595,2006.4
14252.9632,18.91272329,16.67883595,2006.5
14253.48866,18.91636956,16.67883595,2006.6
14254.01422,18.92015469,16.67883595,2006.7
14254.53988,18.92393787,16.67883595,2006.8
14255.06565,18.92785343,16.67883595,2006.9
14255.59154,18.9318957,16.67883595,2007
14256.11754,18.9359359,16.67883595,2007.1
14256.64365,18.94009801,16.67883595,2007.2
14257.16988,18.94425799,16.67883595,2007.3
14257.69623,18.94853567,16.67883595,2007.4
14258.2227,18.95281115,16.67883595,2007.5
14258.74929,18.95720067,16.67883595,2007.6
14259.276,18.96158793,16.67883595,2007.7
14259.80283,18.96608596,16.67883595,2007.8
14260.32979,18.97058168,16.67883595,2007.9
14260.85688,18.97518514,16.67883595,2008
14261.3841,18.97978624,16.67883595,2008.1
14261.91144,18.98449218,16.67883595,2008.2
14262.43892,18.98919571,16.67883595,2008.3
14262.96653,18.99400111,16.67883595,2008.4
14263.49428,18.99880404,16.67883595,2008.5
14264.02216,19.00370562,16.67883595,2008.6
14264.55018,19.00860468,16.67883595,2008.7
